Id	Sire	Dam	Year_Class	Selected_gen
479165	01EB04	FC4793	2013	7
479185	01EB04	FC4793	2013	7
479130	01EB04	FC4793	2013	7
479057	01EB04	FC4793	2013	7
479037	01EB04	FC4793	2013	7
479033	01EB04	FC4793	2013	7
479357	01EB04	FC4793	2013	7
479382	01EB04	FC4793	2013	7
479002	01EB04	FC4793	2013	7
479373	01EB04	FC4793	2013	7
479043	01EB04	FC4793	2013	7
479024	01EB04	FC4793	2013	7
479022	01EB04	FC4793	2013	7
479379	01EB04	FC4793	2013	7
479384	01EB04	FC4793	2013	7
479366	01EB04	FC4793	2013	7
479025	01EB04	FC4793	2013	7
479034	01EB04	FC4793	2013	7
479058	01EB04	FC4793	2013	7
479032	01EB04	FC4793	2013	7
479346	01EB04	FC4793	2013	7
479083	01EB04	FC4793	2013	7
478996	01EB04	FC4793	2013	7
479393	01EB04	FC4793	2013	7
479181	01EB04	FC4793	2013	7
479063	01EB04	FC4793	2013	7
479308	01EB04	FC4793	2013	7
479077	01EB04	FC4793	2013	7
479331	01EB04	FC4793	2013	7
479166	01EB04	FC4793	2013	7
478991	01EB04	FC4793	2013	7
479367	01EB04	FC4793	2013	7
479183	01EB04	FC4793	2013	7
479018	01EB04	FC4793	2013	7
479351	01EB04	FC4793	2013	7
479054	01EB04	FC4793	2013	7
479085	01EB04	FC4793	2013	7
479071	01EB04	FC4793	2013	7
479340	01EB04	FC4793	2013	7
479123	01EB04	FC4793	2013	7
479329	01EB04	FC4793	2013	7
479030	01EB04	FC4793	2013	7
479336	01EB04	FC4793	2013	7
479049	01EB04	FC4793	2013	7
479053	01EB04	FC4793	2013	7
479391	01EB04	FC4793	2013	7
478997	01EB04	FC4793	2013	7
479180	01EB04	FC4793	2013	7
479078	0	0	2013	7
478989	01EB04	FC4793	2013	7
479075	01EB04	FC4793	2013	7
478987	01EB04	FC4793	2013	7
479052	01EB04	FC4793	2013	7
479139	01EB04	FC4793	2013	7
479087	01EB04	FC4793	2013	7
479302	01EB04	FC4793	2013	7
479003	01EB04	FC4793	2013	7
479390	01EB04	FC4793	2013	7
479046	01EB04	FC4793	2013	7
479019	01EB04	FC4793	2013	7
479066	01EB04	FC4793	2013	7
479138	01EB04	FC4793	2013	7
479174	01EB04	FC4793	2013	7
479021	01EB04	FC4793	2013	7
479042	01EB04	FC4793	2013	7
479406	01EB04	FC4793	2013	7
479309	01EB04	FC4793	2013	7
479155	01EB04	FC4793	2013	7
479337	01EB04	FC4793	2013	7
479399	01EB04	FC4793	2013	7
479987	FC4C85	FC69D7	2013	7
480007	FC4C85	FC69D7	2013	7
480004	FC4C85	FC69D7	2013	7
479943	FC4C85	FC69D7	2013	7
479964	FC4C85	FC69D7	2013	7
479992	FC4C85	FC69D7	2013	7
479945	FC4C85	FC69D7	2013	7
479985	FC4C85	FC69D7	2013	7
479971	FC4C85	FC69D7	2013	7
480016	FC4C85	FC69D7	2013	7
480006	FC4C85	FC69D7	2013	7
480026	FC4C85	FC69D7	2013	7
479982	FC4C85	FC69D7	2013	7
480022	FC4C85	FC69D7	2013	7
480011	FC4C85	FC69D7	2013	7
479988	FC4C85	FC69D7	2013	7
480012	FC4C85	FC69D7	2013	7
480024	FC4C85	FC69D7	2013	7
479959	FC4C85	FC69D7	2013	7
479997	FC4C85	FC69D7	2013	7
480033	FC4C85	FC69D7	2013	7
479961	FC4C85	FC69D7	2013	7
479954	FC4C85	FC69D7	2013	7
479986	FC4C85	FC69D7	2013	7
480009	FC4C85	FC69D7	2013	7
480005	FC4C85	FC69D7	2013	7
479989	FC4C85	FC69D7	2013	7
479933	FC4C85	FC69D7	2013	7
480014	FC4C85	FC69D7	2013	7
479956	FC4C85	FC69D7	2013	7
479972	FC4C85	FC69D7	2013	7
479973	FC4C85	FC69D7	2013	7
479946	FC4C85	FC69D7	2013	7
479944	FC4C85	FC69D7	2013	7
479990	FC4C85	FC69D7	2013	7
479948	FC4C85	FC69D7	2013	7
479955	FC4C85	FC69D7	2013	7
479950	FC4C85	FC69D7	2013	7
479931	FC4C85	FC69D7	2013	7
479977	FC4C85	FC69D7	2013	7
480003	FC4C85	FC69D7	2013	7
480002	FC4C85	FC69D7	2013	7
479938	FC4C85	FC69D7	2013	7
479947	FC4C85	FC69D7	2013	7
480025	FC4C85	FC69D7	2013	7
479932	FC4C85	FC69D7	2013	7
479957	FC4C85	FC69D7	2013	7
479953	FC4C85	FC69D7	2013	7
480010	FC4C85	FC69D7	2013	7
479941	FC4C85	FC69D7	2013	7
479942	FC4C85	FC69D7	2013	7
480020	FC4C85	FC69D7	2013	7
479960	FC4C85	FC69D7	2013	7
479967	FC4C85	FC69D7	2013	7
480027	FC4C85	FC69D7	2013	7
480034	FC4C85	FC69D7	2013	7
479306	FC4C85	FC69D7	2013	7
480021	FC4C85	FC69D7	2013	7
480000	FC4C85	FC69D7	2013	7
479966	FC4C85	FC69D7	2013	7
479980	FC4C85	FC69D7	2013	7
479998	FC4C85	FC69D7	2013	7
479963	FC4C85	FC69D7	2013	7
479981	FC4C85	FC69D7	2013	7
479983	FC4C85	FC69D7	2013	7
480018	FC4C85	FC69D7	2013	7
479958	FC4C85	FC69D7	2013	7
479939	FC4C85	FC69D7	2013	7
479976	FC4C85	FC69D7	2013	7
479951	FC4C85	FC69D7	2013	7
479937	FC4C85	FC69D7	2013	7
480028	FC4C85	FC69D7	2013	7
480035	FC4C85	FC69D7	2013	7
479991	FC4C85	FC69D7	2013	7
480032	FC4C85	FC69D7	2013	7
479936	FC4C85	FC69D7	2013	7
480164	FC4C85	FBD773	2013	7
480155	FC4C85	FBD773	2013	7
479965	FC4C85	FBD773	2013	7
480131	FC4C85	FBD773	2013	7
480126	FC4C85	FBD773	2013	7
480082	FC4C85	FBD773	2013	7
480189	FC4C85	FBD773	2013	7
480167	FC4C85	FBD773	2013	7
480077	FC4C85	FBD773	2013	7
480214	FC4C85	FBD773	2013	7
480241	FC4C85	FBD773	2013	7
480119	FC4C85	FBD773	2013	7
480063	FC4C85	FBD773	2013	7
480174	FC4C85	FBD773	2013	7
480108	FC4C85	FBD773	2013	7
480140	FC4C85	FBD773	2013	7
480013	FC4C85	FBD773	2013	7
479974	FC4C85	FBD773	2013	7
480233	FC4C85	FBD773	2013	7
479970	FC4C85	FBD773	2013	7
480085	FC4C85	FBD773	2013	7
480165	FC4C85	FBD773	2013	7
480229	FC4C85	FBD773	2013	7
480098	FC4C85	FBD773	2013	7
479994	FC4C85	FBD773	2013	7
480157	FC4C85	FBD773	2013	7
479999	FC4C85	FBD773	2013	7
479940	FC4C85	FBD773	2013	7
480151	FC4C85	FBD773	2013	7
480153	FC4C85	FBD773	2013	7
479978	FC4C85	FBD773	2013	7
480017	FC4C85	FBD773	2013	7
480177	FC4C85	FBD773	2013	7
479969	FC4C85	FBD773	2013	7
480055	FC4C85	FBD773	2013	7
480031	FC4C85	FBD773	2013	7
480029	FC4C85	FBD773	2013	7
480122	FC4C85	FBD773	2013	7
480015	FC4C85	FBD773	2013	7
480251	FC4C85	FBD773	2013	7
480178	FC4C85	FBD773	2013	7
480161	FC4C85	FBD773	2013	7
480145	FC4C85	FBD773	2013	7
480212	FC4C85	FBD773	2013	7
480090	FC4C85	FBD773	2013	7
480105	FC4C85	FBD773	2013	7
480040	FC4C85	FBD773	2013	7
479949	FC4C85	FBD773	2013	7
480209	FC4C85	FBD773	2013	7
480069	FC4C85	FBD773	2013	7
480193	FC4C85	FBD773	2013	7
480042	FC4C85	FBD773	2013	7
480180	FC4C85	FBD773	2013	7
480217	FC4C85	FBD773	2013	7
479968	FC4C85	FBD773	2013	7
480051	FC4C85	FBD773	2013	7
480216	FC4C85	FBD773	2013	7
479984	FC4C85	FBD773	2013	7
479952	FC4C85	FBD773	2013	7
480154	FC4C85	FBD773	2013	7
479935	FC4C85	FBD773	2013	7
479979	FC4C85	FBD773	2013	7
480084	FC4C85	FBD773	2013	7
480023	FC4C85	FBD773	2013	7
480205	FC4C85	FBD773	2013	7
479993	FC4C85	FBD773	2013	7
480019	FC4C85	FBD773	2013	7
480073	FC4C85	FBD773	2013	7
480050	FC4C85	FBD773	2013	7
480107	FC4C85	FBD773	2013	7
480061	FC4C85	FBD773	2013	7
480030	FC4C85	FBD773	2013	7
480008	FC4C85	FBD773	2013	7
479996	FC4C85	FBD773	2013	7
480093	FC4C85	FBD773	2013	7
480447	01FA87	01FB5F	2013	7
480365	01FA87	01FB5F	2013	7
480427	01FA87	01FB5F	2013	7
480417	01FA87	01FB5F	2013	7
480357	01FA87	01FB5F	2013	7
480397	01FA87	01FB5F	2013	7
480366	01FA87	01FB5F	2013	7
480377	01FA87	01FB5F	2013	7
480369	01FA87	01FB5F	2013	7
480450	01FA87	01FB5F	2013	7
480385	01FA87	01FB5F	2013	7
480414	01FA87	01FB5F	2013	7
480439	01FA87	01FB5F	2013	7
480367	01FA87	01FB5F	2013	7
480422	01FA87	01FB5F	2013	7
480383	01FA87	01FB5F	2013	7
480431	01FA87	01FB5F	2013	7
480415	01FA87	01FB5F	2013	7
480382	01FA87	01FB5F	2013	7
480402	01FA87	01FB5F	2013	7
480433	01FA87	01FB5F	2013	7
480440	01FA87	01FB5F	2013	7
480452	01FA87	01FB5F	2013	7
480363	01FA87	01FB5F	2013	7
480375	01FA87	01FB5F	2013	7
480393	01FA87	01FB5F	2013	7
480371	01FA87	01FB5F	2013	7
480437	01FA87	01FB5F	2013	7
480396	01FA87	01FB5F	2013	7
480370	01FA87	01FB5F	2013	7
480358	01FA87	01FB5F	2013	7
480364	01FA87	01FB5F	2013	7
480443	01FA87	01FB5F	2013	7
480374	01FA87	01FB5F	2013	7
480434	01FA87	01FB5F	2013	7
480362	01FA87	01FB5F	2013	7
480429	01FA87	01FB5F	2013	7
480398	01FA87	01FB5F	2013	7
480441	01FA87	01FB5F	2013	7
480361	01FA87	01FB5F	2013	7
480384	01FA87	01FB5F	2013	7
480389	01FA87	01FB5F	2013	7
480405	01FA87	01FB5F	2013	7
480387	01FA87	01FB5F	2013	7
480395	01FA87	01FB5F	2013	7
480404	01FA87	01FB5F	2013	7
480392	01FA87	01FB5F	2013	7
480432	01FA87	01FB5F	2013	7
480354	01FA87	01FB5F	2013	7
480454	01FA87	01FB5F	2013	7
480420	01FA87	01FB5F	2013	7
480368	0	0	2013	7
480442	01FA87	01FB5F	2013	7
480378	01FA87	01FB5F	2013	7
480411	01FA87	01FB5F	2013	7
480373	01FA87	01FB5F	2013	7
480445	01FA87	01FB5F	2013	7
480418	01FA87	01FB5F	2013	7
480372	01FA87	01FB5F	2013	7
480436	01FA87	01FB5F	2013	7
480381	01FA87	01FB5F	2013	7
480410	01FA87	01FB5F	2013	7
480379	01FA87	01FB5F	2013	7
480376	01FA87	01FB5F	2013	7
480380	01FA87	01FB5F	2013	7
480360	01FA87	01FB5F	2013	7
480399	01FA87	01FB5F	2013	7
480424	01FA87	01FB5F	2013	7
480355	01FA87	01FB5F	2013	7
480401	01FA87	01FB5F	2013	7
480423	01FA87	01FB5F	2013	7
480426	01FA87	01FB5F	2013	7
480359	01FA87	01FB5F	2013	7
480430	01FA87	01FB5F	2013	7
480503	FC49A3	FC480A	2013	7
480492	FC49A3	FC480A	2013	7
480494	FC49A3	FC480A	2013	7
480473	FC49A3	FC480A	2013	7
480484	FC49A3	FC480A	2013	7
480547	FC49A3	FC480A	2013	7
480462	FC49A3	FC480A	2013	7
480549	FC49A3	FC480A	2013	7
480456	FC49A3	FC480A	2013	7
480538	FC49A3	FC480A	2013	7
480511	FC49A3	FC480A	2013	7
480505	FC49A3	FC480A	2013	7
480478	FC49A3	FC480A	2013	7
480546	FC49A3	FC480A	2013	7
480550	FC49A3	FC480A	2013	7
480515	FC49A3	FC480A	2013	7
480501	FC49A3	FC480A	2013	7
480523	FC49A3	FC480A	2013	7
480526	FC49A3	FC480A	2013	7
480510	FC49A3	FC480A	2013	7
480539	FC49A3	FC480A	2013	7
480457	FC49A3	FC480A	2013	7
480496	FC49A3	FC480A	2013	7
480535	FC49A3	FC480A	2013	7
480525	FC49A3	FC480A	2013	7
480561	FC49A3	FC480A	2013	7
480556	FC49A3	FC480A	2013	7
480516	FC49A3	FC480A	2013	7
480542	FC49A3	FC480A	2013	7
480545	FC49A3	FC480A	2013	7
480483	FC49A3	FC480A	2013	7
480520	FC49A3	FC480A	2013	7
480540	FC49A3	FC480A	2013	7
480475	FC49A3	FC480A	2013	7
480477	FC49A3	FC480A	2013	7
480479	FC49A3	FC480A	2013	7
480506	FC49A3	FC480A	2013	7
480509	FC49A3	FC480A	2013	7
480482	FC49A3	FC480A	2013	7
480488	FC49A3	FC480A	2013	7
480514	FC49A3	FC480A	2013	7
480464	FC49A3	FC480A	2013	7
480481	FC49A3	FC480A	2013	7
