Animal_Id;Location;Line;Weight_initial;Weight_final;Length_initial;Length_final
10975946;Pangani;Nyamisati;44.65;107.59;11.3;14.9
10976091;Pangani;Nyamisati;35.56;44.04;10.5;12
10976324;Pangani;Nyamisati;38.19;53.41;10.6;11.7
10976109;Pangani;Nyamisati;33.42;55.45;10;11.5
10976221;Pangani;Nyamisati;33.02;106.13;10.3;14.5
10975802;Pangani;Nyamisati;41.47;59.69;11;12.3
10976279;Pangani;Nyamisati;29.09;99.89;9.6;14
10975903;Pangani;Nyamisati;69.65;151.45;13.5;16.5
10976140;Pangani;Nyamisati;59.16;139.8;12.5;16
10976149;Pangani;Nyamisati;73.53;0;13.9;0
10976512;Pangani;Nyamisati;69.35;149.83;13.3;16
10976521;Pangani;Nyamisati;55.57;184.7;12;17.6
10975786;Pangani;Nyamisati;70.62;182.94;13.5;18.2
10976805;Pangani;Nyamisati;54.75;0;12.1;0
10976626;Pangani;Nyamisati;69.06;141.02;13.5;16
10976605;Pangani;Nyamisati;76.25;134.47;13.4;16
10976070;Pangani;Nyamisati;68.67;0;13.7;0
10976101;Pangani;Nyamisati;63.62;152.44;13.1;18.5
10975967;Pangani;Nyamisati;70.46;125.63;13.5;15.5
10975824;Pangani;Nyamisati;52.16;163.76;12;18.1
10976166;Pangani;Nyamisati;55.57;157.53;12.1;16.3
10976401;Pangani;Nyamisati;51.32;137.98;12;16.5
10975913;Pangani;Nyamisati;56.64;149.4;12.2;17.8
10975813;Pangani;Nyamisati;62.69;164.21;12.7;17
10976430;Pangani;Nyamisati;38.76;80.38;10.7;13.3
10975876;Pangani;Nyamisati;38.66;0;10.5;0
10976017;Pangani;Nyamisati;41.97;72.87;11.2;13
10976348;Pangani;Nyamisati;36.24;61.31;10.5;12
10976531;Pangani;Nyamisati;30.92;117.94;10.2;15.3
10976004;Pangani;Nyamisati;33.95;112.9;10.6;15
10976612;Pangani;Nyamisati;34.96;54.76;10.4;13.5
10976426;Pangani;Nyamisati;34.79;114.05;10.5;15
10975746;Pangani;Nyamisati;34.08;115.19;10.4;15.1
10975690;Pangani;Nyamisati;34.89;60.25;10.6;12
10975749;Pangani;Nyamisati;28.97;56.7;9.7;12.2
10975671;Pangani;Nyamisati;30.24;69.54;10.2;12.5
10976435;Pangani;Nyamisati;75.69;156.94;13.3;16.7
10975666;Pangani;Nyamisati;93.53;194.71;13.9;17
10976122;Pangani;Nyamisati;71.21;168.15;13.1;16.5
10975845;Pangani;Nyamisati;82.12;211.17;13.7;19.5
10976236;Pangani;Nyamisati;80.42;177.06;13.7;18.5
10976040;Pangani;Nyamisati;77.44;155.56;13.3;17
10976571;Pangani;Nyamisati;69.22;148.34;13;16.5
10976552;Pangani;Nyamisati;81.05;171.94;13.6;17.5
10975858;Pangani;Nyamisati;66.61;113.87;12.7;14.5
10975692;Pangani;Nyamisati;52.95;0;11.6;0
10975642;Pangani;Nyamisati;64.67;199.42;12.4;18.9
10975797;Pangani;Nyamisati;60.61;142.44;12.1;16.5
10975668;Pangani;Nyamisati;56.47;121.48;12;15.1
10976054;Pangani;Nyamisati;51.25;128.88;11.4;15.4
10976520;Pangani;Nyamisati;44.86;161.6;11;16
10976134;Pangani;Nyamisati;47.63;184.17;11.5;17.5
10976002;Pangani;Nyamisati;50.7;150.04;11.2;16
10975663;Pangani;Nyamisati;47.1;74.9;11.2;13
10975917;Pangani;Nyamisati;40;106.79;10.5;14.3
10975648;Pangani;Nyamisati;51.84;112.45;11.9;15.2
10975782;Pangani;Nyamisati;46.39;198.2;11.3;17.8
10976263;Pangani;Nyamisati;44.59;0;11;0
10976326;Pangani;Nyamisati;40.47;57.29;10.7;12
10976488;Pangani;Nyamisati;52.2;184.68;11.7;17.2
10976427;Pangani;Nyamisati;44.72;201.89;11;17.4
10976360;Pangani;Nyamisati;35.01;62.11;10.3;12
10976001;Pangani;Nyamisati;37.85;53.5;10.4;11.1
10975920;Pangani;Nyamisati;37.98;61.46;10.3;12.2
10975936;Pangani;Nyamisati;35.39;70.71;10.3;12.2
10976476;Pangani;Nyamisati;38.23;63.89;10.7;12.3
10975658;Pangani;Bwawani;33.39;80.08;10.8;13.5
10976058;Pangani;Bwawani;28.33;158.43;10;16.5
10976597;Pangani;Bwawani;32.39;92.87;10.4;14.1
10976433;Pangani;Bwawani;27.59;54.74;10.2;12
10975760;Pangani;Bwawani;24.3;44.4;9.4;11.2
10976320;Pangani;Bwawani;17.54;44.01;8.5;10.8
10976050;Pangani;Bwawani;27.94;72.12;10;12.8
10976087;Pangani;Bwawani;17.02;49.8;8.5;11.4
10976422;Pangani;Bwawani;16.68;35.68;8.8;11.2
10975924;Pangani;Bwawani;17.62;40.75;8.8;10.9
10976573;Pangani;Bwawani;17.39;56.41;8.4;11.6
10976505;Pangani;Bwawani;15.88;0;8.2;0
10975778;Pangani;Bwawani;19.3;36.65;8.6;10.5
10975997;Pangani;Bwawani;16.61;60.63;8.5;11.9
10975818;Pangani;Bwawani;48.27;191.19;12.2;17.5
10976432;Pangani;Bwawani;42.75;127.54;11.5;15.2
10976289;Pangani;Bwawani;49.5;98.97;12.1;14.6
10976370;Pangani;Bwawani;42.5;100.54;12.5;14.5
10975700;Pangani;Bwawani;29;55.32;10.3;12
10976420;Pangani;Bwawani;25.91;63.96;10;13.2
10976010;Pangani;Bwawani;23.85;0;9.1;0
10975905;Pangani;Bwawani;21.86;41.66;9.1;12.2
10976016;Pangani;Bwawani;17.33;0;8.3;0
10976103;Pangani;Bwawani;16.07;0;8;0
10976090;Pangani;Bwawani;16.12;61.76;8.1;12.1
10976241;Pangani;Bwawani;19.7;78.49;8.8;12.5
10975754;Pangani;Bwawani;21.86;53.37;9;11.6
10976211;Pangani;Bwawani;21.25;34.1;8.9;10
10976219;Pangani;Bwawani;19.61;61.51;8.5;11.5
10976232;Pangani;Bwawani;18.72;74.72;8.4;13
10976214;Pangani;Bwawani;69.93;159.8;13.3;17.5
10976514;Pangani;Bwawani;77.91;144.62;13.5;16.5
10975806;Pangani;Bwawani;93.68;166.79;14.5;17
10976284;Pangani;Bwawani;96.96;0;14.6;0
10976215;Pangani;Bwawani;97.05;157.61;14.7;16.7
10976243;Pangani;Bwawani;71.06;154.47;13;16
10976009;Pangani;Bwawani;61.92;167.07;12.4;17
10976315;Pangani;Bwawani;85.66;179.52;14.1;18
10976082;Pangani;Bwawani;97.68;173.63;14.5;18.6
10975867;Pangani;Bwawani;48.23;142.11;11.6;16.3
10975777;Pangani;Bwawani;73.53;0;13.1;0
10975808;Pangani;Bwawani;54.12;111.02;12;15
10976003;Pangani;Bwawani;63.32;211.98;12.7;17.8
10976403;Pangani;Bwawani;68.17;175.93;12.5;16.5
10976066;Pangani;Bwawani;71.42;190.23;13;17
10976218;Pangani;Bwawani;55.26;129.12;12.4;16
10975748;Pangani;Bwawani;57.79;164.05;12;17
10976313;Pangani;Bwawani;49.61;0;11.8;0
10976396;Pangani;Bwawani;48.29;107.75;11.5;14.5
10975971;Pangani;Bwawani;41.65;102.85;11;14.5
10976296;Pangani;Bwawani;55.75;182.13;12;17.5
10976620;Pangani;Bwawani;39.95;0;10.8;0
10975661;Pangani;Bwawani;32.44;146.36;10.2;17.5
10975853;Pangani;Bwawani;43.71;106.75;11;14.6
10976139;Pangani;Bwawani;40.33;0;11;0
10975771;Pangani;Bwawani;34.36;63.97;10.6;12.2
10975678;Pangani;Bwawani;43.68;90.86;11.5;14
10976547;Pangani;Bwawani;31.3;50.59;10;11.7
10975839;Pangani;Bwawani;29.57;86.98;9.6;13.5
10976155;Pangani;Bwawani;25.91;53.14;9.4;11.5
10978362;Pangani;Bwawani;20.97;85.2;8.9;13.1
10978286;Pangani;Bwawani;43.4;95.49;11.1;13.7
10978211;Pangani;Bwawani;14.7;34.99;8;10
10978380;Pangani;Bwawani;26.36;73.1;9.8;13
10977728;Pangani;Bwawani;64.56;163.36;13;17.2
10977970;Pangani;Bwawani;46.99;63.09;11.6;13
10978243;Pangani;Bwawani;38.91;68.76;11;13.2
10978007;Pangani;Bwawani;45.61;75.46;11.5;13.1
10978258;Pangani;Bwawani;33.19;116.97;10.2;15
10978484;Pangani;Bwawani;30.14;99.06;10;12.5
10978248;Pangani;Bwawani;13.8;35.54;7.8;9.7
10978604;Pangani;Bwawani;34.79;0;10.3;0
10978031;Pangani;Bwawani;24.11;82.56;9;12.7
10977989;Pangani;Bwawani;22.52;83.87;8.9;13.3
10977819;Pangani;Bwawani;16.48;66.54;8;12
10978051;Pangani;Bwawani;11.8;0;7.1;0
10977810;Pangani;Bwawani;10.6;0;7;0
10977721;Pangani;Bwawani;115.03;184.49;15.3;17.5
10978233;Pangani;Bwawani;72.44;209.2;13;18
10977854;Pangani;Bwawani;86.56;171.51;14;17
10978499;Pangani;Bwawani;70.15;190.51;13;18
10978268;Pangani;Bwawani;89.93;131.58;14;15.7
10977883;Pangani;Bwawani;49.8;115.92;11.6;14.8
10978164;Pangani;Bwawani;94.33;212.43;14.2;18.5
10978262;Pangani;Bwawani;108.34;0;15.2;0
10977949;Pangani;Bwawani;35.22;0;10.3;0
10977902;Pangani;Bwawani;16.52;196.96;13.7;19.5
10978196;Pangani;Bwawani;57.96;198.82;13.1;18
10978096;Pangani;Bwawani;65.44;216.22;12.5;18.4
10978228;Pangani;Bwawani;70.14;140.2;13.4;16.3
10978179;Pangani;Bwawani;56.98;0;12.5;0
10977832;Pangani;Bwawani;75.99;133.92;13.5;17.6
10977864;Pangani;Bwawani;71.9;166.17;13;17
10977893;Pangani;Bwawani;105.98;189.8;15.3;18.5
10977745;Pangani;Bwawani;82.45;231.06;13.2;18.5
10977903;Pangani;Bwawani;78.62;129.63;14;16.1
10977899;Pangani;Bwawani;54.17;67;12.2;12.7
10978477;Pangani;Bwawani;28.49;61.52;9.7;12.2
10978412;Pangani;Bwawani;30.77;65.52;9.8;12.5
10977789;Pangani;Bwawani;19.62;45.75;8.5;11
10978132;Pangani;Bwawani;20.13;0;8.8;0
10978238;Pangani;Bwawani;19.34;40.35;8.3;10.7
10977964;Pangani;Bwawani;19.9;66.63;8.7;12.3
10977811;Pangani;Bwawani;18.81;33.77;8.2;10.3
10977632;Pangani;Bwawani;16.17;40.42;8.3;11.6
10977970;Pangani;Bwawani;19.49;63.09;8.9;12
10977920;Pangani;Kilola;62.43;169.45;13;17
10978585;Pangani;Kilola;55.01;115.08;12.9;16.3
10977847;Pangani;Kilola;49.66;120.29;11.9;15.4
10978147;Pangani;Kilola;41.53;65.37;10.8;12.3
10977842;Pangani;Kilola;50.01;68.01;11;13.5
10978455;Pangani;Kilola;29.71;73.67;9.8;13.5
10978430;Pangani;Kilola;39.91;112.93;9.6;15.2
10977981;Pangani;Kilola;39.85;77.63;9.8;13.7
10978601;Pangani;Kilola;54.96;95.36;12;15.4
10978551;Pangani;Kilola;37.08;66.86;10;12.5
10978218;Pangani;Kilola;43.91;87.21;11.2;14.4
10978398;Pangani;Kilola;35.65;84.3;10.4;14
10978403;Pangani;Kilola;15.36;47.79;8.5;11.5
10977824;Pangani;Kilola;34.08;122.99;10.1;14.6
10977788;Pangani;Kilola;14.9;0;7.8;0
10978419;Pangani;Kilola;16.26;45.7;8;11.2
10978111;Pangani;Kilola;34.16;91.56;11.1;15
10977725;Pangani;Kilola;13.31;50.5;9.5;13.1
10978009;Pangani;Kilola;39.42;49.58;11;12
10978155;Pangani;Kilola;28.96;0;9.8;0
10977736;Pangani;Kilola;14.91;28.14;8;9.5
10978425;Pangani;Kilola;14.42;26.05;7.6;9.3
10978594;Pangani;Kilola;74.25;210.24;13;17.5
10978536;Pangani;Kilola;68.37;149.02;13;16.5
10978157;Pangani;Kilola;78.53;162.42;13.4;16.7
10978129;Pangani;Kilola;87.24;169.06;14.2;17.7
10978089;Pangani;Kilola;84.62;140.34;13.8;15.8
10978260;Pangani;Kilola;53.1;93.61;11.9;14
10978232;Pangani;Kilola;39.33;144.83;10.8;16
10978623;Pangani;Kilola;75.86;192.13;13.4;17.5
10978242;Pangani;Kilola;72.24;158.72;13;17
10978606;Pangani;Kilola;67.25;84.48;13;14.4
10978424;Pangani;Kilola;56.95;117.07;12.7;15.3
10977684;Pangani;Kilola;52.15;145.74;12;18.3
10977756;Pangani;Kilola;87.24;203.7;13.9;17.6
10978559;Pangani;Kilola;63.18;146.96;12.4;16.6
10978618;Pangani;Kilola;59.03;0;12.2;0
10978622;Pangani;Kilola;58.14;124.63;12.3;16
10978444;Pangani;Kilola;47.59;123.15;11.4;15.2
10977846;Pangani;Kilola;69.62;181.79;12.9;17.7
10977780;Pangani;Kilola;31.79;0;10.3;0
10977742;Pangani;Kilola;67.21;155.34;12.3;16.3
10978205;Pangani;Kilola;55.74;107.18;12.3;15
10977858;Pangani;Kilola;39;0;11.2;0
10978298;Pangani;Kilola;37.71;0;10.6;0
10978236;Pangani;Kilola;38.31;87.01;10.6;14
10978588;Pangani;Kilola;41.23;94.06;10.7;14
10978474;Pangani;Kilola;61.11;152.87;13;17
10977690;Pangani;Kilola;74.04;118.08;13.6;16
10977826;Pangani;Kilola;27.9;115.37;9.8;15
10978357;Pangani;Kilola;91.6;166.16;14.4;17.7
10977679;Pangani;Kilola;74.46;159.15;13.2;17
10978329;Pangani;Kilola;55.82;126;12.1;15.5
10977695;Pangani;Kilola;57.74;176.58;12.1;17.5
10977839;Pangani;Kilola;52.79;131.03;12.1;16
10977813;Pangani;Kilola;41.46;92.4;11.2;14
10978361;Pangani;Kilola;47.19;119.8;11.6;16.6
10978420;Pangani;Kilola;31.33;125.46;10;16.2
10978550;Pangani;Kilola;15.14;33.12;8;10
10977904;Pangani;Kilola;17.59;34.48;8;10
10978119;Pangani;Kilola;23.63;0;9;0
10978301;Pangani;Kilola;19.49;73.56;8.7;12.8
10977948;Pangani;Kilola;14.5;36.66;7.6;10
10978467;Pangani;Kilola;12.5;42.59;7.3;12.7
10978172;Pangani;Kilola;58.22;0;12;0
10978072;Pangani;Kilola;26.41;77.86;9.5;13
10978365;Pangani;Kilola;84.52;162.21;13.8;18
10977639;Pangani;Kilola;27.95;94.71;9.8;14.5
10978520;Pangani;Kilola;83.94;173.49;14;17.6
10978131;Pangani;Kilola;72.56;190.42;13;17.3
10978492;Pangani;Kilola;88.33;179.85;14;18.6
10978311;Pangani;Kilola;61.74;100.31;12.9;14.5
10978364;Pangani;Kilola;57.96;178.81;12.8;18
10978053;Pangani;Kilola;44.69;110.43;11.4;14.6
10978598;Pangani;Kilola;29.52;156.09;9.7;17.5
10978475;Pangani;Kilola;35.76;0;10.5;0
10978572;Pangani;Kilola;52.1;84.18;11.8;13.8
10977892;Pangani;Kilola;62.05;150.51;12.2;16.7
10973049;Pangani;Kilola;64.59;0;13.2;0
10978134;Pangani;Kilola;30.59;0;10;0
10978271;Pangani;Kilola;38.9;70.7;10.5;12.8
10978085;Pangani;Kilola;53.76;75.01;12.2;13.3
10978010;Pangani;Kilola;28.18;169.27;9.6;16.5
10978283;Pangani;Kilola;24.42;80.6;9.3;13.8
10977760;Pangani;Kilola;67.61;153.39;13.2;17
10977829;Pangani;Kilola;67.94;165.04;12.5;17.2
10978176;Pangani;Kilola;20.11;63.04;8.7;12.5
10978195;Pangani;Kilola;40.21;79.8;10.7;13.3
10978358;Pangani;Kilola;20.71;0;9.8;0
10977767;Pangani;Kilola;33.1;113.94;10.4;15
10978033;Pangani;Kilola;24.37;87.89;9;13.1
10978491;Pangani;Kilola;23.81;60.84;9;11.7
10978519;Pangani;Kilola;22.64;101.22;9;14
10977723;Pangani;Kilola;19.12;52.83;8.5;11.5
10978541;Pangani;Ruaha;28.76;66.08;6.7;12.5
10977676;Pangani;Ruaha;51.68;66;12;13
10978504;Pangani;Ruaha;23.93;44.9;9.2;11
10978470;Pangani;Ruaha;19.1;80.71;8.8;10.5
10977113;Pangani;Ruaha;14.66;0;7.8;0
10978554;Pangani;Ruaha;23.78;58.48;9;11.1
10977645;Pangani;Ruaha;41.05;0;11.5;0
10978476;Pangani;Ruaha;33.07;168.23;10.3;17.7
10978561;Pangani;Ruaha;12.22;42.25;7.4;11
10977818;Pangani;Ruaha;15.43;44.3;7.8;11.8
10978002;Pangani;Ruaha;29.22;58.86;10;12
10977665;Pangani;Ruaha;18.58;30.07;8.3;9.7
10978505;Pangani;Ruaha;51.85;116.24;12.2;14.8
10973214;Pangani;Ruaha;41.95;0;10.9;0
10977885;Pangani;Ruaha;67.57;181.2;12.6;17
10978485;Pangani;Ruaha;26.31;49.31;9.4;11
10977677;Pangani;Ruaha;22.72;52.84;9;11.7
10978557;Pangani;Ruaha;35.49;134.29;10.2;15.4
10977884;Pangani;Ruaha;21.21;42.84;8.9;10.6
10978575;Pangani;Ruaha;18.84;0;8.4;0
10978443;Pangani;Ruaha;11.87;0;7.3;0
10978330;Pangani;Ruaha;15.87;0;7.9;0
10978564;Pangani;Ruaha;13;0;6;0
10973317;Pangani;Ruaha;10.83;0;7.1;0
10977837;Pangani;Ruaha;31.12;71.21;9.8;11.2
10978497;Pangani;Ruaha;21.65;54.76;8.9;11.5
10978175;Pangani;Ruaha;30.97;62.65;9.7;11.5
10978266;Pangani;Ruaha;47.78;75.22;11.5;13
10978402;Pangani;Ruaha;13.39;28.74;7.2;9.5
10978318;Pangani;Ruaha;21.41;56.2;8.7;12.9
10978221;Pangani;Ruaha;51.51;0;12;0
10978448;Pangani;Ruaha;27.2;53.94;9.6;11.2
10977844;Pangani;Ruaha;21.26;45.48;8.7;10.7
10978120;Pangani;Ruaha;51.5;76.17;11.9;14.5
10978149;Pangani;Ruaha;48.79;62.62;11.4;13.6
10978161;Pangani;Ruaha;22.72;45.96;8.9;10.8
10978558;Pangani;Ruaha;28.45;57.23;9.5;11.5
10978480;Pangani;Ruaha;40.02;89.41;10.3;15.2
10977936;Pangani;Ruaha;41.39;70.19;10.7;12.4
10973059;Pangani;Ruaha;30.14;0;9.8;0
10977766;Pangani;Ruaha;39.15;94.71;10.7;12.5
10977669;Pangani;Ruaha;17.57;50.95;8.2;11.8
10977659;Pangani;Ruaha;39.42;61.78;10.4;12.2
10973583;Pangani;Ruaha;27.3;0;9.1;0
10978455;Pangani;Ruaha;23.64;73.67;9.2;13.5
10978237;Pangani;Ruaha;22.49;0;9;0
10977652;Pangani;Ruaha;14.16;0;7.4;0
10978163;Pangani;Ruaha;19.81;35.08;8.5;10.3
10977803;Pangani;Ruaha;29.27;44.71;9.7;10.5
10978203;Pangani;Ruaha;25.55;60.01;9;17.7
10978177;Pangani;Ruaha;14.4;0;7.6;0
10978223;Pangani;Ruaha;12.24;18.19;7;9.4
10978580;Pangani;Ruaha;9.64;0;6.5;0
10977784;Pangani;Ruaha;27.18;63.88;9.6;12.2
10978377;Pangani;Ruaha;53.69;110.26;12;15
10977644;Pangani;Ruaha;50.65;139.13;12.8;15.5
10978592;Pangani;Ruaha;52.94;113.24;5;14.9
10978006;Pangani;Ruaha;20.26;0;8.8;0
10978020;Pangani;Ruaha;37.07;61.31;10.6;13.5
10978326;Pangani;Ruaha;33.88;101.8;10.2;14.2
10978567;Pangani;Ruaha;27.54;54.25;9.5;11.5
10978056;Pangani;Ruaha;19.51;134.5;8.7;15.2
10978387;Pangani;Ruaha;15.1;26.38;8;9
10977932;Pangani;Ruaha;18.08;29.74;8.5;10
10978453;Pangani;Ruaha;22.5;0;9;0
10978036;Pangani;Ruaha;15.81;0;8;0
10978259;Pangani;Ruaha;14.83;44.48;7.8;11.5
10978538;Pangani;Ruaha;13.78;0;7.9;0
10978603;Pangani;Ruaha;16.61;31.29;7.2;9.6
10977914;Pangani;Ruaha;29.31;66.57;9.7;12.7
10978178;Pangani;Ruaha;10.69;0;6.9;0
10978533;Pangani;Ruaha;43.21;100.5;11.5;14
10978289;Pangani;Ruaha;24.6;51.13;9.2;12.8
10977823;Pangani;Ruaha;30.31;76.45;9.8;13
10977748;Pangani;Ruaha;22.35;0;8.9;0
10978899;Pangani;Ruaha;39.64;0;10.8;0
10977635;Pangani;Ruaha;30.6;80.03;9.8;13.1
10978151;Pangani;Ruaha;29.85;40;9.7;10.7
10977918;Pangani;Ruaha;40.8;103.74;10.8;14
10977945;Pangani;Ruaha;49.54;124.83;11.4;14.7
10978369;Pangani;Ruaha;26.93;86.12;9.4;13.8
10978013;Pangani;Ruaha;18.02;0;8.6;0
10978579;Pangani;Ruaha;46.97;101.54;11;14
10977708;Pangani;Ruaha;39.83;64.24;10.7;13.4
10977975;Pangani;Ruaha;32.14;57.24;10;12
